,03/22/1925,,"Near Tiflis, Georgia, USSR",Zakavia,,Tiflis - Suchumi,Junkers F-13,5,5
,04/25/1925,,"Alicante, Spain",Grands Express Aeriens,,Alicante - Barcelona - Toulouse,Breguet 14,3,3
,06/25/1925,,"Landrécies, France",KLM Royal Dutch Airlines,,Amsterdam - Paris,Fokker (KLM)  F.III,4,4
,06/26/1925,,"Alicante, Spain",Grands Express Aeriens,,Oran - Alicante,Lioré-et-Olivier LeO H-13,2,2
,07/20/1925,,"Rosas, Spain",Lignes Aeriennes Latecoere,,Toulouse - Barcelona,Breguet 14,1,1
,07/24/1925,,"Budapest, Hungary",CIDNA,,,Potez IX,1,1
,09/03/1925,05:30,"Caldwell, Ohio",Military - U.S. Navy,,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),43,14
,09/07/1925,,"Toul, France",CIDNA,,,Spad 33,NULL,NULL
,10/01/1925,,"Mt. Nittany, Ohio",US Aerial Mail Service,,New York - San Francisco,De Havilland DH-4,1,1
,11/14/1925,,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,,,Breguet 14,1,1
,11/14/1925,,"Off Boulogne-sur-Mer, France",Air Union,,,Farman F-60 Goliath,2,2
,02/12/1926,,"Montpelier, Ohio",US Aerial Mail Service,,,Curtiss Carrier Pigeon,1,1
,03/08/1926,,"Staaken, Germany",Deutche Lufthansa,,,Junkers F-13,1,1
,05/31/1926,,English Channel,Air Union,,Paris - Cryodon,Breguet 14,1,1
,07/03/1926,,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,,Paris - Prague - Budapest,Caudron C-61,6,6
,07/09/1926,09:30,"Wolvertem, Belgium",KLM Royal Dutch Airlines,,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,2,2
,07/24/1926,,"Juist, Germany",Deutsche Lufthansa,,,Junkers F-13,5,5
,08/18/1926,,"Hurst, Kent, England",Air Union,,"Lebourget, France - Croydon, England",Bleriot 155,15,3
,09/26/1926,,"New York, New York",,,New York - Paris,Sikorsky S-25,5,2
,10/02/1926,15:27,"Leigh, Kent, Unied Kingdom",Air Union,,Paris - London,Bleriot 155,7,7
,10/08/1926,,"Bueren, Germany",Deutsche Lufthansa,,,Fokker FG III,4,4
,10/21/1926,13:15,English Channel,Imperial Airways,,Croydon - Paris,Handley Page W-10,12,0
,11/11/1926,08:00,"Cape Bojador, Morocco",Grands Express Aeriens,,Casablanca -Dakar,Breguet 14,3,3
,12/16/1926,,"Medford, Oregon",Pacific Air Transport,,,Ryan M-1,1,1
,01/12/1927,,"Estaires, France",Fokker,,Delivery flight,Fokker F-VII,0,0
,03/20/1927,,"Rabat, Morocco",Grands Express Aeriens,,Casablanca - Oran,Breguet 14,1,1
,03/24/1927,,"Tambo, Qld, Australia",Qantas,,Charleville - Tambo - Blackall,de Havilland DH-9C,3,3
,04/15/1927,,"King Hill, Idaho",Varney Air Lines,,,Swallow Swallow,1,1
,04/22/1927,,"Floh, Germany",Deutsche Lufthansa,,Charleville - Tambo - Blackall,Fokker FG III,2,2
,04/22/1927,,"Goshen, Indiana",US Aerial Mail Service,,,Douglas M-4,1,1
,05/02/1927,,"Algiers, Algeria",Air Union,,,SPCA Meteore 63,3,1
,07/27/1927,,"Amoneburg, Germany",Deutsche Lufthansa,,Kassel - Frankfurt,Junkers F-13,5,5
,08/22/1927,08:30,"Sevenoaks, England",KLM Royal Dutch Airlines,,Croydon - Schiphol,Fokker F-VIII,11,1
,09/03/1927,,"Willington, Connecticut",Colonial Air Transport,,,Fokker Universal,1,1
,09/17/1927,,"Hadley, New Jersey",Reynolds Airways,,Sightseeing,Fokker F-VII,12,7
,09/17/1927,04:05,Atlantic Ocean,Private,,Old Orchad Beach - Rome,Fokker F7,3,3
,09/23/1927,10:00,"Schleiz, Germany",Deutsche Lufthansa,,Berlin - Munich,Dornier Merkur,6,6
,10/06/1927,,"Thies, Mauritania",Lignes Aeriennes Latecoere,,Saint Louis - Dakar,Breguet 14,2,2
,10/30/1927,,"New Brunswick, New Jersey",Colonial Air Transport,,,Fairchild FC-2,4,4
,11/08/1927,,"Strasburg, France",CIDNA,,Strasbourg - Paris,Farman F-121 Jabiru,1,1
,11/16/1927,,Over the Gulf of Finland,Aero O-Y,,Tallinn - Helsinki,Junkers F-13,6,6
,11/29/1927,,"Corunna, Indiana",National Air Transport,,,Douglas M-4,1,1
,12/28/1927,,"Almeria, Spain",Aeropostale,,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1,1
,12/31/1927,,"Near Marseille,France",Latecoere Airlines,,Test flight,Latécoère 23 (flying boat),5,5
,01/08/1928,,"Near Canajoharie, New York",Colonial Western Airlines,,Minola - Albany - Buffalo,Fairchild FC-2,3,3
,01/16/1928,,"Solis, Uruguay",Aeropostale,F-AIKG,Buenos Aires - Montevideo,Latecoere 25,2,2
,01/22/1928,,"L'Hospitalet, Ariège",Aeropostale,,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,1,1
,01/22/1928,,"Tarragona, Spain",Aeropostale,,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,2,2
,01/27/1928,,"Almeria, Spain",Aeropostale,,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1,1
,02/26/1928,,"Marquette, Nebraska",Boeing Air Transport,,,Boeing 40,2,1
,03/11/1928,,"Off Cape Griz Nez, France",Air Union,,Paris - Croydon,Farman F-60 Goliath,2,2
,04/17/1928,,"Federal, Wyoming",Boeing Air Transport,,,Boeing 40,2,1
,04/19/1928,,"Minuesa, Spain",Iberia Airlines,,Barcelona - Madrid,Rohrbach Roland,9,9
,05/07/1928,,"Florianopolis, Brazil Florianopolis, Brazil Florianopolis, Brazil",Aeropostale,,,Latecoere 26,5,1
,05/12/1928,,"Dearborn, Minnesota",Ford Air Freight Inc.,,Dearborn - Buffalo,Ford 4,2,2
,05/26/1928,,"Radevormwald, Germany",Deutsche Lufthansa,,Essen - Dortmund - Frankfurt,Junkers F-13,5,3
,06/14/1928,,"Frankfurt, Germany",Deutsche Lufthansa,,,AEGK,5,5
,06/22/1928,,"Lebo, Kansas",National Air Transport,,Chicago - Dallas,Douglas M-4,1,1
,07/10/1928,,Over the Gulf of Finland,Aero O-Y,,Tallinn - Helsinki,Junkers F-13,6,6
,07/13/1928,,"Purley, England",Imperial Airways,,Testing,Vickers 74 Vulcan,6,4
,07/24/1928,14:48,"Waalhaven, Netherlands",KLM Royal Dutch Airlines,,Sightseeing over Rotterdam,Fokker (KLM) F.III,6,1
,08/25/1928,11:00,"Near Port Townsend, BC, Canada",British Columbia Airways,,Victoria - Seattle,Ford 4-AT-B Tri Motor,7,7
,09/04/1928,,"Adelaide Hills, Australia",Qantas,,Adelaide - Longreach,de Havilland DH.50J,2,1
,09/04/1928,11:30,"Pocatello, Idaho",National Parks Airways,,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,7,7
,09/06/1928,,"Heroldbach, Germany",Deutsche Lufthansa,,,Fokker FG III,3,3
,10/04/1928,,"Gerona, Spain",Aeropostale,,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,3,3
,10/18/1928,,"Polk, Pennsylvania",National Air Transport,,,Douglas M-4,1,1
,10/31/1928,,"Valence, France",Air Union,,Paris - Lyon - Marseille,Bleriot Spad 56,2,1
,11/15/1928,,Off Gibraltar,Aeropostale,,Marseille - Palma de Majorca,Latecoere 32,3,1
,11/24/1928,,"Edgerton, Ohio",Universal Airlines,,Cleveland - Chicago,Hamilton H-47,3,3
,11/25/1928,,"Edgerton, Ohio",Continental Air Lines,,Cleveland - Louisville,Travel Air 4000,1,1
,11/25/1928,,"Bristolville, Ohio",National Air Transport,,,Douglas M-4,1,1
,12/01/1928,10:00,"Spur, Texas",Sunbeam Air Transport Co.,,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,5,5
,12/03/1928,08:00,"Near Rio de Janeiro,Brazil",Syndicato Condor,,Sightseeing,Dornier Wal,14,14
,12/10/1928,10:45,"Spokan, Washington",Spokane Airways,,Colfax - Spokane,Ford Tri-motor 4,5,5
,12/11/1928,,"Letzlingen, Germany",Deutsche Lufthansa,,Cologne -  Berlin,Junkers G-31,4,3
,12/20/1928,,"Huron, Ohio",National Air Transport,,Cleveland - Chicago,Douglas M-4,1,1
,12/23/1928,,"Chattanooga, Tennessee",Interstate Airlines,,,Fairchild FC-2,4,4
,12/31/1928,,"Reims, France",CIDNA,,Strasbourg - Paris,Blériot Spad 66,3,2
,01/05/1929,,"Stafford Springs, Connecticut",Colonial Air Transport,,,Fairchild FC-2,1,1
,01/18/1929,,"Cove, Oregon",Varney Air Lines,,"Boise, ID - Pasco, WA",Stearman C-38,1,1
,01/25/1929,,"Near Corfu, Greece",Aeroespresso,,Brindisi - Athens - Istanbul,CMASA Wal,9,2
,01/31/1929,,Off Morocco,Aeropostale,,Agadir - Casablanca,Latecoere 26,2,2
,01/31/1929,,"Morgantown, West Virginia",Skyline Transportation Company,,,Travel Air 4000,1,1
,03/17/1929,17:00,"Newark, New Jersey",Colonial Western Airlines,,Sightseeing,Ford 5-AT-B Tri Motor,15,14
,03/30/1929,09:18,"Near Beaumont, California",New Standard Airlines,,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,4,4
,04/21/1929,11:45,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,6,6
,05/09/1929,,"Tampico, Mexico",Mexicana,,"Tampico - Brownsville, TX",Ford Tri-motor 4,5,5
,05/18/1929,,"Tököl,  Pest Hungary",MALERT,,,Fokker F-III,2,2
,05/22/1929,,Algiers,Aeropostale,,Algiers - Marseille,Cams 53,6,4
,06/13/1929,08:00,"Santiago de Cuba, Cuba",Pan American Airways,,Santiago de Cuba - Havana,Fokker F-X,5,2
,06/14/1929,,"Barcelona, Spain",Aeropostale,,Janeiro - Buenos Aires,Breguet 14,2,1
,06/17/1929,11:30,"Off Dungeness, England",Imperial Airways,,London - Paris - Basil - Zuric,Handley Page W-10,13,7
,06/24/1929,,"St. Paul, Minnesota",Northwest Orient Airlines,,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,8,1
,06/29/1929,21:00,"Near Lindau, Bavaria, Germany",Bodensee Aerolloyd,,,Domier Delphin III (flying boat),5,5
,06/29/1929,,"Columbus, Ohio",Continental Air Lines,,,Travel Air 4000,1,1
,08/11/1929,,"Clovis, New Mexico",Middle States Airlines,,,Lockheed 5 Vega,4,4
,08/24/1929,,"Sochi, Russia",Ukvozduchput,,,Kalinin K-4,1,1
,08/24/1929,,"Elm, Germany",Deutsche Lufthansa,,Frankfurt - Berlin,Fokker FG II,5,4
,09/02/1929,,"Needles, California",Associated Aviators,,,Lockheed Vega,2,1
,09/03/1929,11:01,"Mt. Taylor, near Grants, New Mexico",Trans Continental Air Transport,,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,8,8
,09/06/1929,,"Jask, Iran",Imperial Airways,,"London, England - India",de Havilland DH-66 Hercules,5,3
,09/14/1929,,North Atlantic Ocean,Aeropostale,,"Toulouse, France - Casablanca, Morocco",Latecoere 25,6,6
,09/14/1929,18:00,"Saint Catharines, Ontario",Skyways,,Sightseeing,Travel Air 6000,6,6
,09/17/1929,,"Mt Lamentation, Connecticut",Colonial Air Transport,,,Pitcairn PA-6 Mailwing,1,1
,09/17/1929,,"Off Larache, Morocco",Aeropostale,,Toulouse - Perpignan - Barcelona - Alicante - Casablanca,Latecoere 25-3-R,5,5
,09/17/1929,,"Jacumba, California",Pickwick Airways,,Tijuana - Nogales,Fairchild 71,2,1
,10/26/1929,18:00,"Off Spezia, Italy",Imperial Airways,,Naples - Genoa,Short Calcutta (flying boat),7,7
,10/29/1929,,"Mount Vernon, Ohio",Continental Air Lines,,Cleveland - Louisville,Stearman C-38,1,1
,10/31/1929,,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,,Bremerton - Seattle,Loening C-2C,2,2
,11/04/1929,07:00,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,,Matamoros - Mexico City - Juarez,Lockheed Vega 5,4,4
,11/06/1929,10:10,"Near Godstone, Surrey, England",Deutsche Lufthansa,,Croyden - Amsterdam - Berlin,Junkers G-24,8,7
,11/16/1929,09:35,"Off Corsica, France",Air Union,,Marseille - Ajaccio - Tunis,Liore et Olivier 190,3,3
,11/20/1929,,"Terranova Pausania, East Sardinia",S.A.M. Società Aerea Mediterranea,,"Cagliari, Terranova - Rome",Savoia Marchetti S55,12,1
,11/30/1929,,"Vancouver, Washington",Varney Air Lines,,,Stearman M-2 Speedmail,1,1
,12/02/1929,,"Chagrin Falls, Ohio",National Air Transport,,,Douglas M-3,1,1
,12/19/1929,,"Near Berlin, Germany",Deutsche Lufthansa,,Marseille - Berlin,Arado V1,3,2
,12/30/1929,17:00,"Amarillo, Texas",Trans Continental Air Transport,,Demonistration,Travel Air B6000,5,5
,01/10/1930,,"Brawnson, Nebraska",Boeing Air Transport,,,Boeing 95,1,1
,01/13/1930,,"Antananarivo, Madagascar",Air Orient,,Antananarivo - Paris,Farman 190,3,3
,01/19/1930,18:23,"Oceanside, California",Maddux Airlines,7,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,16,16
,01/25/1930,,"Off Ceuta, Spain",Aeropostale,,Casablanca - Alicante,Latecoere 25,2,2
,01/27/1930,17:30,"Kansas City, Missouri",Central  Airlines (Universal Aviation Corporation),,"Wichita - Kansas City, KS",Travel Air A6000A,5,5
,02/03/1930,,"Hartford, Connecticut",Colonial Air Transport,,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,1,1
,02/10/1930,,"Marden, England",Air Union,,Paris - Croydon,Farman F-63,6,2
,04/18/1930,17:00,"Jersey City, New Jersey",Canadian Colonial Airways,,"Albany, NY - Jersey City, NJ",Fairchild 71,4,4
,05/10/1930,,"Buenos Aires, Argentina",Aeropostale,,Buenos Aires - Montevideo,Latecoere 28,4,3
,06/05/1930,,"Boston, Massachusetts",Colonial Air Transport,,Boston - Newark,Ford Tri-Motor 5,15,1
,07/07/1930,,"Bornholm, Denmark",Deutsche Lufthansa,,Stettin - Norway,Dornier Wal,8,5
,07/10/1930,,"Arkansas Pass, Texas",Cross Airways,,Port Aransas - Kansas City,Lockheed Vega 5,5,5
,07/21/1930,15:00,"Near Meopham, Kent, England",Walcot Air Line,,"London - Le touquet, France",Junkers F-13ge,6,6
,08/22/1930,15:45,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,,Prague - Bratislava,Ford 5-AT-C Tri Motor,11,10
,09/11/1930,,"Croydon, England",Sabena,,Croydon - Brussels,Sabca F-VII,2,2
,09/25/1930,,"Edmonton, Alberta, Canada",Western Canada Airways,,Calgary - Moosejaw,Boeing 40,3,3
,10/05/1930,02:05,"Near Beauvais, France",Military - British Air Ministry,,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,54,48
,10/06/1930,09:45,"Dresden, Germany",Deutsche Lufthansa,,Berlin - Vienna,Messerschmitt M-20B,8,8
,10/12/1930,,"La Rache, Morocco",Aeropostale,,Casablanca - Bahat - Toulouse,Latecoere 28,4,4
,10/13/1930,,"Perth, Australia",Wings Ltd,,,de Havilland DH.80 Puss Moth,3,3
,10/28/1930,,"Prince Rupert, BC, Canada",Alaska-Washington Airways,,,Lockheed Vega,3,3
,10/30/1930,,"Near Neufchatel, France",Imperial Airways,,"Paris, France - London, England",Handley Page W-8,6,3
,10/30/1930,,"Brookston, Indiana",Embry Riddle Company,,,Pitcairn PA-6 Mailwing,1,1
,11/07/1930,,"Off of Santos, Brazil",Syndicato Condor,,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,9,1
,11/18/1930,20:0,"Techachapi Mountains, California",Pacific Air Transport,,"Burbank, CA - Oakland, CA",Boeing 40,3,3
,12/09/1930,,"Shanghai, China",China National Aviation Corporation,,Shanghai - Hankow,Loening C-W Air Yaht,6,4
,01/08/1931,22:40,"Melle, Belgium",Sabena,,Brussels - London,Fokker F-VII,2,2
,01/22/1931,," Bluff Mountain, Washington",Varney Air Lines,,Portland - Pasco,Boeing 40,1,1
,02/08/1931,,"Wairoa, New Zealand",Dominion Air Lines,,Gisborne - Hastings,Desoutter II,3,3
,02/20/1931,,"Bagot, Manitoba, Canada",Western Canada Airways,,Winnigeg - Moosejaw,Fokker Universal F-14,3,2
,02/24/1931,,Off Spain,Aeropostale,,Algiers – Marseille,Latecoere 32,3,1
,03/21/1931,13:00,"New South Wales, Australia",Australian National Airways,,Sydney - Melbourne,Avro 10,8,8
,03/31/1931,10:45,"Bazaar, Kansas",Trans Continental and Western Air,599,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,8,8
,04/14/1931,,"Near Letschen, Germany",Deutsche Lufthansa,,,Messerschmitt M-20,10,2
,05/05/1931,23:30,"Burbank, California",Pacific Air Transport,,San Diego - Los Angeles,Boeing 40,2,2
,05/22/1931,,"Wampit, Australia",Guiena Airways,,Lae - Bulolo,Junkers W-34,1,1
,05/24/1931,22:30,"Bellefonte, Pennsylvania",National Air Transport,,,Boeing 95,1,1
,06/07/1931,09:00,"Near Sandoway, Burma",Air Orient,,Saigon - Karachi,Fokker F-VIIB,4,4
,06/11/1931,,"Walbridge, Ohio",Rubner Flying Service,,,Lockheed Vega 2,3,2
,06/13/1931,,"Saarbrucken, Germany",Deutsche Lufthansa,,Cologne - Saarbrucken,Dornier Merkur,4,4
,07/12/1931,,"Chicago, Illinois",Braniff Airlines,,Chicago - Detroit,Lockheed Vega,2,2
,07/14/1931,,"Temora, Australia",Australian Aerial Services,,,Lasco Lascowl,2,2
,07/21/1931,,"Centralia, Illinois",American Airways,,,Pitcairn PA-6 Mailwing,1,1
,07/24/1931,,"Kurudjevo, Bulgaria",CIDNA,,Constantinople - Budapest,Fokker F-VII,7,7
,08/09/1931,08:40,"Cincinnati, Ohio",American Airways,,Cincinnati - Atlanta,Ford 5-AT-C Tri Motor,6,6
